player_name,position,team,conf,games_played,game_min_%,pts_per_game,field_goal_% ,3_pt_%,Free_throw_%,offensive_rebound_per_game,defensive_ rebound_per_game,AST_per_game,stl_per_game,blk_per_game,offensive_rating,usage,classification,year
Deven Dahlke,Combo G,Drake,MVC,2,0.2,1,0,0,0,0,0,0,0,0,0,20,So,2022
Josh Bannan,PF/C,Montana,BSky,23,60.5,8.6429,42.9,0.241,0.838,5.4,22.6,8.9,1.5,1.2,86.6,20.7,So,2022
Rodrigue Andela,C,Oregon St.,P12,31,32.2,4.3438,52.2,0,0.586,15.8,22.8,5.6,0.6,3.2,107.5,19.2,Sr,2022
Noah Farrakhan,Scoring PG,Eastern Michigan,MAC,11,14.5,3,46.6,0.3,0.75,1,11.3,18.7,1.1,0,80.6,19.6,So,2022
Anwar Gill,Wing G,La Salle,A10,21,42.1,6.1364,40.1,0.313,0.667,3.4,13.4,11.7,2.4,0.8,82.9,21.5,So,2022
Robby Beasley,Wing G,Montana,BSky,18,49.8,10.4545,51.5,0.415,0.918,1.6,9.6,7.6,1.4,0.2,108.7,20.5,So,2022
Dean Reiber,PF/C,Rutgers,B10,13,6.8,0.8462,30,0,0.833,3,11.7,2.1,2.3,7.1,71.4,12.3,So,2022
Landis Spivey,Wing G,Cal St. Fullerton,BW,15,39.7,4.4375,54.1,0.349,0.8,1.4,5.9,7.3,1.8,1.7,116.6,12,Sr,2022
Jhamir Brickus,Scoring PG,La Salle,A10,24,67,8.84,56.8,0.333,0.781,1.8,6.7,23.9,3.8,0.4,104.9,19.2,So,2022
Russell Harrison,Wing F,Louisiana Monroe,SB,24,71.3,12.5833,40.4,0.305,0.786,2.9,20.8,13.8,2.1,0.8,85.1,26.9,Sr,2022
Mike Miles,Combo G,TCU,B12,25,78.8,13.56,48.4,0.36,0.827,1,11.1,20.8,1.7,0.6,99.5,23.6,So,2022
Dante Harris,Scoring PG,Georgetown,BE,26,75.5,7.9615,39.4,0.26,0.897,2.1,9.8,20,2.2,0.1,89.6,18.4,So,2022
Kent Gilbert,PF/C,Tennessee,SEC,1,0.3,0,0,0,0,0,0,0,0,0,0,0,So,2022
Jack Vaske,C,San Diego,WCC,1,0.2,0,0,0,0,0,0,0,0,0,0,0,So,2022
Scotty Prunty,PF/C,San Diego,WCC,2,0.5,0,0,0,0,0,0,0,0,0,0,0,So,2022
TJ Taylor,Pure PG,James Madison,CAA,4,1,1.7143,50,0.5,0,0,0,0,8,0,106.1,17.3,Sr,2022
Terell Strickland,Combo G,James Madison,CAA,17,60.4,5.4,47.9,0.36,0.741,2.6,12.9,12.5,2.6,0.3,87.9,14.8,So,2022
Terrence Edwards,PF/C,James Madison,CAA,17,41.5,5.3,43.7,0.333,0.455,8,17.3,12.9,1.2,1.8,90.2,20.4,So,2022
Rondel Walker,Wing G,Oklahoma St.,B12,29,60.4,7.7931,51.1,0.33,0.657,3.1,9.2,6.7,2.6,1.1,102.7,15.3,So,2022
Michael Thomas,Pure PG,Louisiana Lafayette,SB,14,6.2,0.5,11.1,0,0.6,0,3.7,25.8,0.9,0,66.9,13.7,So,2022
Matthew-Alexander Moncrieffe,PF/C,Oklahoma St.,B12,28,50,8.8571,51,0,0.547,12.8,13.9,6.5,1.5,1.7,101.4,22.2,So,2022
Luke O'Brien,Wing F,Colorado,P12,10,3.5,1.5,50,0.286,0.25,8.4,10.6,8.7,1.3,0,112.3,17.9,So,2022
Jabari Walker,PF/C,Colorado,P12,26,28.8,7.6154,61.3,0.523,0.778,11.6,25.6,7.7,2,3.7,116.9,25.4,So,2022
Tyree Ihenacho,Combo G,James Madison,CAA,23,70,8.6522,46.1,0.354,0.525,5.3,16,26.3,2.8,0.7,90.3,21.1,So,2022
Mike Bekelja,Wing G,Duquesne,A10,13,20,1,32.4,0.2,0.5,3,12.5,13.2,1.2,0,87.5,8.6,So,2022
Mitchell Sueker,Wing F,North Dakota,Sum,26,54.5,7.6538,45.5,0.256,0.836,6.6,15,5.8,1.1,0.9,97.7,20.3,Sr,2022
Alex Vargo,Wing G,Youngstown St.,Horz,18,25.8,4.7727,37,0.28,1,3.1,10.2,6,1,0.9,89.8,18.1,So,2022
Cameron Smith,PF/C,Cal St. Bakersfield,BW,24,29.2,3.3077,49.4,0,0.714,12.9,15.6,7,4.1,0.5,112.5,16,Sr,2022
Jonathan Davis,Wing G,Wisconsin,B10,31,60.2,7.0323,47.7,0.389,0.727,5.2,14.9,9.3,2.7,2.6,99.1,18,So,2022
D'Ante Bell,C,New Orleans,Slnd,8,6.8,2.75,64.3,0,0.571,7.3,15.2,8.2,1.6,6,95,18,So,2022
Jalen Speer,Combo G,Florida A&M,MEAC,18,69.9,11.7222,52.7,0.329,0.795,0.4,7.6,15.6,1.9,0.4,97.7,20.1,So,2022
Robert Jeter,Scoring PG,Western Illinois,Sum,6,2.6,0,0,0,0,0,10.6,7.4,0,0,18.8,6.3,So,2022
Matthew Wade,PF/C,Western Illinois,Sum,6,1.3,0,0,0,0,9,0,0,0,0,17.7,15,So,2022
Nate Martin,C,Texas St.,SB,20,17.4,2.0455,37.8,0,0.538,11.7,13.7,7.1,0.8,0.8,81,19.7,So,2022
Dylan Dawson,Scoring PG,Texas St.,SB,10,11.6,1.5455,62.5,0.5,0.5,1.3,7.3,8.2,1.2,0,79.8,12.3,So,2022
Keith Littles,Wing G,Florida A&M,MEAC,15,15,0.8667,28.3,0.091,0,1,10,15.9,1.4,0,50.1,16.1,Sr,2022
Jordan Meka,C,Georgia Tech,ACC,1,0.8,0,0,0,0,0,15.9,0,0,0,0,5.5,So,2022
Javonte Brown,C,Texas A&M,SEC,2,0.4,2,100,0,0,27.6,28.8,0,0,0,202.4,17.2,So,2022
Tristan Maxwell,Scoring PG,Georgia Tech,ACC,1,0.8,3,0,0,1,0,0,0,0,0,99.3,20.7,So,2022
Chris Cross,Combo G,Southern Illinois,MVC,4,0.4,0.6,0,0,0,0,0,0,0,0,0,37.8,So,2022
Saba Gigiberia,PF/C,Georgia Tech,ACC,9,3.3,1,40.9,0.5,0,14.5,36.4,10.1,0,0,88.6,21.5,So,2022
D'Avian Houston,Combo G,Longwood,BSth,8,11.5,2.3,42.3,0.5,0.667,1.5,15.8,18.2,1.6,0,90.4,17.4,So,2022
Shannon Grant,C,Mercer,SC,7,3.9,3.3,47.6,0,0.6,14.9,16.5,0,0,2.7,90.1,32.4,So,2022
Victor Radocaj,C,Eastern Washington,BSky,10,2.7,1,50,0,0.833,10.1,21.5,6.5,0,0,128.9,17.2,So,2022
Jalen White,Stretch 4,Nicholls St.,Slnd,11,6.4,2.5,56,0.462,0.667,7.7,13.2,9.1,0.9,1.9,116.1,21.3,So,2022
Clythus Griffith,Wing G,Portland,WCC,18,34.6,4.9048,37.3,0.241,0.933,3.2,13.1,8.5,1.5,0,88.7,20,Sr,2022
Terren Frank,Wing F,Vanderbilt,SEC,14,11.5,1.9286,50,0.385,0,3,8.6,8.2,0.5,2.6,98,12.9,So,2022
Carson McCorkle,Pure PG,Virginia,ACC,8,2.2,0.625,50,0.25,0,6.4,16.9,34,3,0,139.1,16,So,2022
Nick Erickson,PF/C,Jacksonville,ASun,2,0.2,0,0,0,0,0,0,0,0,0,0,0,So,2022
Malachi Poindexter,Combo G,Virginia,ACC,3,0.3,0,0,0,0,0,0,0,0,0,0,33.3,So,2022
Chaz Owens,PF/C,Syracuse,ACC,2,0.2,0,0,0,0,0,0,0,0,0,0,0,So,2022
Richard Amaefule,C,Dayton,A10,17,13.7,1.4737,40,0,0.545,11.1,23.9,4.2,1.4,3.2,82.3,13.4,So,2022
Kingsley Box,Scoring PG,Southern Utah,BSky,3,0.7,0.75,0,0,0,0,0,0,0,0,0,15.5,So,2022
Bryce Thompson,Wing G,Oklahoma St.,B12,19,27.4,4.55,37.8,0.219,0.692,1.7,8.9,12,0.9,1,81.4,17.9,So,2022
James Carey,Wing G,Iona,MAAC,4,0.7,0.5,50,0,0,0,0,0,0,0,105.9,15.8,Jr,2022
Tyon Grant-Foster,Stretch 4,DePaul,BE,21,14,3.0909,41.1,0.136,0.524,8.8,20.1,3.7,2.1,5.4,82.4,25.5,Sr,2022
Emmit Taylor III,Wing G,Idaho St.,BSky,18,26.1,3.8261,78.6,0.556,0,3.1,9.2,4.7,0.3,1.1,106.9,12.7,Sr,2022
Latrell Jossell,Wing G,Stephen F. Austin,WAC,9,2.1,1.3,50,0.286,1,0,9.4,7.9,2.4,0,126.4,16.4,So,2022
Andrew Carr,Stretch 4,Delaware,CAA,14,63.8,8.2,49.5,0.286,0.844,5.8,11.2,13.5,0.8,3.5,104.4,18.8,So,2022
Christopher Smith,C,Delaware St.,MEAC,11,9.9,1.6154,42.9,0,0.273,3,18.1,0,1.5,4.7,58.6,17.7,So,2022
Ebenezer Dowuona,C,North Carolina St.,ACC,9,4.8,0.5556,22.2,0,0.5,5.1,15.1,0,0,4.6,62.3,11,So,2022
Nik Stadelman,Wing G,Illinois St.,MVC,5,0.7,0.1667,0,0,0,0,32.9,0,0,0,0,22.6,So,2022
Trey Galloway,Combo G,Indiana,B10,25,43.9,3.6,45.2,0.182,0.737,2.9,8.4,15.5,1.3,0.2,92.4,13.2,So,2022
Mikal Starks,Combo G,Portland St.,BSky,17,8.6,0.2222,12.5,0,0,3.8,10.3,16.9,3.1,0,74.3,7.1,Sr,2022
Aziz Bandaogo,C,Akron,MAC,7,1.8,1,33.3,0,0.625,14.9,21.2,0,0,13.1,118.8,23.9,So,2022
Jacob Rice,Scoring PG,Morehead St.,OVC,10,1,0.25,75,0.5,0,10.5,0,16,0,0,115.7,14.5,Jr,2022
Tyron McMillan,C,Georgia,SEC,19,12.2,1.9,48,0,0.615,4.4,11.7,1.4,1.3,0.8,86,14.6,Jr,2022
Jade Tse,Pure PG,Houston Baptist,Slnd,24,48.7,4.36,37.8,0.125,0.756,1.4,7.6,30.1,1.8,0,85.9,18,So,2022
Conor Glennon,Scoring PG,Memphis,Amer,8,1.3,0,0,0,0,0,7.8,0,4,0,0,7.6,So,2022
Bowen Born,Combo G,Northern Iowa,MVC,23,76.1,11.24,47.7,0.359,0.81,1.6,8.3,14.9,1.5,0,102.9,19.9,So,2022
Cyrie Coates Jr.,Wing G,Texas A&M Corpus Chris,Slnd,19,25,1.9091,39.7,0.111,0.421,3.3,12.7,10.7,3.2,0.5,67.8,15.2,Sr,2022
Donte Powers,Scoring PG,Sam Houston St.,Slnd,24,69.6,7.5,54.5,0.324,0.667,2.1,8.6,20.9,3,1.5,102.4,15,Sr,2022
Ahmad Rand,C,Oregon St.,P12,3,1.6,0,0,0,0,18.4,30.4,0,3.1,6.6,37.3,12.2,Sr,2022
Kian Scroggins,PF/C,Sam Houston St.,Slnd,15,11.5,3,61.3,0,0.571,12.6,28,11.2,2.5,3.9,117.2,17.9,So,2022
Jason Edokpayi,Wing F,Fairfield,MAAC,9,6.7,1.8889,50,0,0.333,4.8,9.6,3.2,1.7,1.5,109.6,12,So,2022
Kobe Stewart,Combo G,Presbyterian,BSth,20,23.7,1.7143,36.1,0.143,0.889,2.9,7.3,8.1,4.5,0.6,77.9,13.6,So,2022
Nendah Tarke,Wing G,Coppin St.,MEAC,20,59.2,9.85,57.8,0.328,0.615,3.8,13.9,8.7,3.3,1.3,98.1,18.3,So,2022
Ahmad Hamilton,Pure PG,North Carolina A&T,MEAC,1,0.3,0,0,0,0,0,0,82.6,0,0,0,0,So,2022
D'Rell Roberts,Wing G,Prairie View A&M,SWAC,21,56.2,9.2381,42,0.244,0.691,4,7.5,16.4,2.8,1.7,95.5,24.2,Sr,2022
Kendall Munson,C,Pepperdine,WCC,15,16.8,4.2,66.7,0,0.517,6.9,13.8,3.4,2,3.2,106.5,17.2,So,2022
Andrew Merfeld,Wing G,Creighton,BE,5,0.8,0.4,50,0,0,0,10.6,0,0,0,102.5,8.7,So,2022
Sami Osmani,Stretch 4,Creighton,BE,9,1.8,0.6667,33.3,0,0,5.3,9.6,0,2.6,0,77.8,18.8,So,2022
Jevon Tatum,Combo G,Alabama A&M,SWAC,14,61.6,8.7857,38.7,0.25,0.771,3.1,10.5,18,2,0.3,81,23.5,So,2022
Dailin Smith,Wing F,Alabama A&M,SWAC,15,56.2,5.9333,35.4,0.265,0.5,3.1,14.2,6.7,1.3,2.4,67.2,21.2,So,2022
London Riley,Wing G,Alabama A&M,SWAC,14,39.5,4.5714,48.5,0.34,0,4.4,12.9,4.4,0.7,0,93.7,14.7,So,2022
Elias King,PF/C,Quinnipiac,MAAC,4,9.6,8,60.5,0.5,0.818,11.7,16.9,8,0.6,2.3,122.8,17.1,Jr,2022
JoVon McClanahan,Pure PG,Hawaii,BW,19,45,3.2381,39.3,0.259,0.769,2.1,7.1,25.5,2,0,88.1,16.7,Jr,2022
Georges Lefebvre,C,Vermont,AE,5,2.1,0.8,40,0,0,0,27.2,0,0,9.7,84.8,17.2,So,2022
Andrew Welage,Stretch 4,Wright St.,Horz,11,8.3,1.6364,39.3,0.143,0.875,7.3,14.9,18.6,1.4,1.2,88.9,18.8,So,2022
Jalen Leach,Wing G,Fairfield,MAAC,15,30,6.9333,48.8,0.34,0.742,1.8,11.8,10.6,1.7,0.7,96,18.9,So,2022
Adama Sanogo,C,Connecticut,BE,23,42.4,7.3478,55.4,0,0.577,9.9,22,7.3,1.4,6,103.4,22.9,So,2022
Andrew Hurley,Combo G,Connecticut,BE,4,0.8,0.75,150,1,0,0,0,0,0,0,300,4.1,So,2022
Jordan O'Neal,PF/C,Alabama St.,SWAC,13,45.3,5.8462,42.1,0,0.571,8,12.8,6,1.2,7.2,84.7,16.1,Jr,2022
Cheikh Faye,PF/C,Charleston Southern,BSth,17,15.6,5.3684,41.5,0.271,1,6.6,14.2,4.1,1.8,2.5,94.4,22.1,Sr,2022
Brendan Simmons,Combo G,Central Arkansas,Slnd,12,3.6,1.5385,87.5,0.667,0,0,6.6,6.5,0,0,128.9,12.5,So,2022
Jamere Hill,Wing G,Toledo,MAC,10,6.2,1.5,35.7,0,0.625,3,15.3,12.6,1.5,0,84.8,15.9,So,2022
Akeem Odusipe,C,Kent St.,MAC,11,4.7,0.5455,42.9,0,0,19.4,12.8,7.8,0,2.4,77.5,16.8,So,2022
Xavier Foster,PF/C,Iowa St.,B12,7,5.7,4,71.9,0.75,0.714,8.2,16.9,4.2,2.1,3.8,119.8,20.7,So,2022
Garrett Hursey,PF/C,North Florida,ASun,1,0.1,0,0,0,0,0,0,0,0,0,0,0,So,2022
Jonathan Aybar,Stretch 4,North Florida,ASun,21,54.4,7.2609,50.4,0.267,0.607,9.8,16.1,6.7,1.7,4.9,91.5,21.9,So,2022
Lynn Kidd,C,Virginia Tech,ACC,7,3.4,1.1429,33.3,0,1,15,11.1,5.8,0,7.8,103.2,17.9,So,2022
Dawson Garcia,Stretch 4,North Carolina,ACC,27,74,13,53.2,0.356,0.783,8.8,16.3,5.7,0.5,1.7,112.1,21.4,So,2022
Josh Berenbaum,Stretch 4,North Florida,ASun,12,10.8,4.0769,71.2,0.5,0.333,7.9,14.7,2.8,0.6,0,118.8,20.2,So,2022
Jadyn Parker,PF/C,North Florida,ASun,19,25.7,4.1429,50.7,0.333,0.529,11.7,13.9,6.2,1.1,4.8,98,21.7,So,2022
PJ Hall,PF/C,Clemson,ACC,21,21.6,3.5238,50.8,0.133,0.75,8.3,16.5,2.2,1.2,3.1,103.2,19.4,So,2022
Terrell Ard Jr.,PF/C,Presbyterian,BSth,4,0.7,0.5,100,0,0,0,29.4,0,0,0,200,5,So,2022
Luke Fizulich,Pure PG,Albany,AE,1,0.1,0,0,0,0,0,0,0,58.5,0,0,20,So,2022
Abe Atiyeh,PF/C,Boston College,ACC,2,0.5,0,0,0,0,0,0,0,0,0,0,0,So,2022
Emmanuel Ansong,Wing G,Green Bay,Horz,19,48.8,10.3684,59.2,0.214,0.652,11.1,12.8,8.4,2.1,3,115.7,19.7,So,2022
Monty Bowser,Wing G,California,P12,16,7.5,0.8235,26.7,0,0.667,4.4,3.1,11.6,2.9,0,74,12.9,So,2022
Grant Huffman,Combo G,Davidson,A10,21,34.3,3.3636,51,0.357,0.417,2.6,8.1,12.5,3,0,89.3,15.1,So,2022
Abou Ousmane,C,North Texas,CUSA,25,17.5,2.9231,54.5,0,0.381,11.9,22.4,1.1,1,6.1,95.5,21.8,So,2022
Michael Jones,Wing G,Davidson,A10,21,42.2,5.0909,57.5,0.298,0.636,4.6,8.4,12.3,2.5,0.7,119.9,15.5,Jr,2022
Dayvion McKnight,Scoring PG,Western Kentucky,CUSA,29,60.9,5.8276,39.7,0.182,0.817,3.9,13,28.6,2.3,1.1,95.2,18.7,So,2022
Vukasin Masic,Wing G,Maine,AE,20,27.8,2.7,35.1,0.212,0.778,0.4,10.2,10.3,0.9,0,74.9,16.4,So,2022
Noah Zoppi,PF/C,Sacramento St.,BSky,2,0.5,0,0,0,0,0,68.9,0,0,0,0,0,Sr,2022
Bailey Conrad,Pure PG,Western Kentucky,CUSA,5,0.4,0,0,0,0,0,0,0,11.6,0,0,0,So,2022
Brent Davis,Wing G,The Citadel,SC,19,27.3,4.5652,43.5,0.333,0.444,4.7,7.2,5.3,1.4,1.2,90.9,16.9,So,2022
Caleb McGill,Wing G,UC Davis,BW,9,8.9,0.8,25,0,0,3.9,12.6,8.5,0.9,0,54.8,10.3,So,2022
Jai Clark,Combo G,Florida A&M,MEAC,16,21.3,3.8125,50.9,0.367,0.556,1.4,5.1,3.4,1,0,85.7,19.6,Sr,2022
Deuce Guidry,Combo G,Texas St.,SB,1,1.6,3,75,0.667,0,0,0,0,0,0,109.9,15.9,So,2022
Trejan Davis,Wing G,Florida A&M,MEAC,10,6.5,1.4,75,0,0.5,4.5,25.2,7.5,3.3,0,100.6,13.4,Jr,2022
Nighael Ceaser,C,Texas St.,SB,23,30.7,5.24,53.8,0,0.697,9,18.7,4.8,2.9,4.7,106.1,23.2,Sr,2022
Graham Ike,C,Wyoming,MWC,12,25.3,11.1667,60.2,0,0.683,6.7,23.2,8.1,1.3,1.6,104.5,25.5,So,2022
Andre Jackson,Wing F,Connecticut,BE,16,27.8,2.6875,43.6,0.118,0.9,4.3,16.1,16.5,1.6,1.7,92.3,13.7,So,2022
Jalen Dalcourt,Wing G,Louisiana Lafayette,SB,14,42.5,9.6,43.1,0.324,0.737,0.6,10.4,7.3,1.6,0.6,81.3,23.8,Sr,2022
Liam Lloyd,Combo G,Grand Canyon,WAC,10,7.3,2.4615,50,0.286,0.6,4,5.4,16.3,1,0,76.2,17.4,So,2022
Chance McMillian,Wing G,Grand Canyon,WAC,21,29.2,4.2083,51.5,0.342,0.667,1.5,10.7,11.3,0.7,0,100.2,15.9,So,2022
RJ Duhart,Stretch 4,Appalachian St.,SB,25,37.4,2.6207,39.8,0.217,0.5,8.1,14.4,3.6,0.9,5.3,96,10.8,Jr,2022
Xavion Brown,Wing G,Appalachian St.,SB,12,14.4,1.625,50,0,0.333,3,16.2,6.7,3.3,4.6,75.7,10,So,2022
Regin Larson,Stretch 4,Charlotte,CUSA,4,0.7,0,0,0,0,0,54.9,0,0,0,0,6.8,Jr,2022
LaDamien Bradford,Wing G,Louisiana Tech,CUSA,14,13.8,0.2857,10,0,0.4,2.4,10.1,9.2,3.1,1.4,48.9,8.9,So,2022
Jaxson Robinson,Stretch 4,Arkansas,SEC,14,19.2,2.1429,48.4,0.286,0,3.5,9.9,6.1,1.3,1,95.4,12.7,So,2022
Hayden Hefner,Wing G,Texas A&M,SEC,15,24.9,2.0667,45.2,0.308,0.75,0,10.4,8.9,1,0,97.2,10.2,So,2022
Tanor Ngom,C,Florida St.,ACC,23,14.8,2.3913,57.6,0,0.895,6.7,21.7,0,0.8,10.7,98.2,19,Sr,2022
Sardaar Calhoun,Wing G,Texas Tech,B12,25,35.2,5.32,52.2,0.397,0.857,2.5,8.8,7.2,2.1,0.6,105.6,17.9,Sr,2022
Quincy Ballard,C,Florida St.,ACC,18,6.1,1.2222,71.4,0,0.286,10.1,12.2,3.1,0,11,95,18.8,So,2022
Jonah Carrasco,C,IUPUI,Horz,14,6.9,0.2857,50,0,0,4.4,7.3,0,1.1,6.4,43.1,11.1,Sr,2022
Nicquel Blake,Combo G,Pacific,WCC,25,50.5,6.4815,51.1,0.344,0.769,2.1,13.4,22.3,1.7,1.5,92.7,21.4,So,2022
Liam Sorensen,Wing G,Idaho St.,BSky,9,15.6,3.1667,43.5,0.222,0.667,7.4,8.2,13.1,1,0,81,16.1,So,2022
Gianmarco Arletti,Wing G,Delaware,CAA,14,37.7,3.4667,40.2,0.25,0.778,3.5,7.6,12,0.8,1,77.4,19.4,So,2022
Brandon Egemo,PF/C,LSU,SEC,2,0.3,0,0,0,0,0,0,0,0,0,0,0,So,2022
Kam Farris,Combo G,Robert Morris,Horz,16,48.3,8.2941,64.7,0.466,1,2.2,8.3,8.1,1.1,0,116.8,15.6,So,2022
Zool Kueth,Stretch 4,Northern Illinois,MAC,18,51,6.7222,55.9,0.373,0.7,5.8,9.2,4.8,0.5,4.3,114.7,14.4,Sr,2022
Adong Makuoi,C,Northern Illinois,MAC,17,40,4.8235,55,0,0.64,9,10.1,3.3,0.6,3.5,111.4,13.9,Sr,2022
Teemu Suokas,Combo G,Ball St.,MAC,19,21,1.8947,40,0.296,0,1.7,9.6,14.8,0.3,0,81.9,14.4,So,2022
Josh Bryan,Scoring PG,Ball St.,MAC,7,2.5,0.5714,21.4,0.167,0.5,4.9,4.5,7.1,2.4,0,72.1,15.7,So,2022
Enoch Cheeks,Wing G,Robert Morris,Horz,14,28.7,4.9333,48.4,0.263,0.375,10,11.2,9,4.1,1.6,93,20.8,So,2022
Brady O'Connell,PF/C,Old Dominion,CUSA,7,1.1,0.25,0,0,1,11.5,23.4,16,0,0,60.7,28,So,2022
Freddy Hicks,Stretch 4,Tarleton St.,WAC,15,64.5,8.2,38.4,0.32,0.696,7.2,21.1,5.6,1.7,2.8,89.7,22.4,So,2022
Briggs McClain,Wing G,Hartford,AE,13,2.8,0.6154,23.1,0,1,4.5,12.5,0,6.6,0,63,26.9,So,2022
John Shanu II,C,Old Dominion,CUSA,5,0.7,0.1667,0,0,0.5,19.2,19.5,0,0,0,79.6,18.3,So,2022
Devin Askew,Scoring PG,Texas,B12,25,72.3,6.52,39.8,0.278,0.806,1.4,8.1,18.2,1.8,1,91.8,15.4,So,2022
Brycen Long,Scoring PG,Houston Baptist,Slnd,22,42.4,5.7391,48.7,0.368,0.857,2.7,8.2,15.9,2.9,0,102.3,16.6,So,2022
Xavier DuSell,Wing G,Wyoming,MWC,25,59.6,9.68,67,0.456,0.7,0.9,8.5,7.2,0.9,0,121,15.6,So,2022
Trey Phipps,Combo G,Oral Roberts,Sum,16,11,2.5625,48.7,0.355,0.667,1.9,9.4,9.1,1.9,0.9,102.8,17.8,So,2022
Moussa Cisse,C,Oklahoma St.,B12,28,46.4,6.5714,55.2,0,0.324,13.4,23.7,5,0.9,10.5,90.9,20.9,So,2022
Rasheed Browne,Wing G,North Texas,CUSA,5,18,9,38.9,0.3,0.813,5.3,14.6,17.6,1.5,0.7,82.3,18,Sr,2022
Za-Ontay Boothman,Combo G,Houston Baptist,Slnd,21,46,10.1818,45.6,0.327,0.8,2,9.1,11.8,1.2,0.2,90.9,24.1,So,2022
Tytan Anderson,Scoring PG,Northern Iowa,MVC,11,13.5,2.4545,54.8,0.375,0.571,9.9,7.7,14.5,6,1,93.1,16.9,So,2022
Walker Kessler,C,Auburn,SEC,29,21.9,4.3793,58.3,0.25,0.537,18.4,21,7.3,3.3,10.7,114.7,22.8,So,2022
Le'Tre Darthard,Wing G,Utah Valley,WAC,20,52,5.9091,64.6,0.455,0.615,3.9,6,9.1,0.7,0.7,122.8,10.8,Jr,2022
Markhi Strickland,Wing G,Saint Louis,A10,7,6.2,2.5714,50,0,0.5,6.6,16.1,6.8,7.9,2.3,102.7,18.3,So,2022
Carson Ryan,PF/C,Youngstown St.,Horz,3,0.3,0.8333,0,0,0,0,0,0,0,0,0,12.6,So,2022
Griff Hopkins,Pure PG,Washington,P12,2,0.2,0,0,0,0,0,0,81.1,0,0,52.4,28.3,So,2022
Nate Pryor,Combo G,New Mexico St.,WAC,16,26.7,4.125,37.9,0.231,0.5,1.6,7,17.8,2.2,0.4,79.6,18.9,Sr,2022
Beon Riley,Wing G,Hawaii,BW,10,5.8,0.8333,16.7,0,0.667,8,11,15.7,2.6,0,55.5,26.4,So,2022
Ryan Kalkbrenner,C,Creighton,BE,31,34.2,5.871,64.5,0,0.489,12.9,15.1,4.5,0.8,10,121.2,19.4,So,2022
Jeremiah Francis III,Combo G,New Mexico,MWC,19,54.8,6.381,39.9,0.25,0.73,1.9,8.2,19.1,1.7,0,84.9,19.7,Jr,2022
Rollie Worster,Combo G,Utah,P12,25,61.7,8.9615,45.6,0.269,0.787,3.1,12.3,24.4,1.8,1,96.4,20.7,So,2022
Darlinstone Dubar,Wing F,Hofstra,CAA,16,24.1,2.3125,37.8,0.3,0.462,5.9,13.6,5.5,1.5,1.3,68.4,15.1,So,2022
Julian Larry,Combo G,Indiana St.,MVC,24,50.4,3.96,35.8,0.27,0.657,3.5,9.8,14.5,2.7,0.2,85.5,15.6,So,2022
Cameron Holden,Wing F,Towson,CAA,20,59.5,14.8571,44.2,0.25,0.705,15.6,20.9,19.3,3.7,1.6,104.7,30.8,Sr,2022
Mason Archambault,Combo G,South Dakota,Sum,20,40,5,58.8,0.417,0.933,1,6.7,8,2.8,1.7,107.7,12.2,Sr,2022
Morrell Schramm,Scoring PG,East Tennessee St.,SC,4,0.8,0.6,150,1,0,0,16.7,0,8.5,0,300,4.2,So,2022
Jaden Walker,Wing G,Iowa St.,B12,22,41.4,3.2273,40.8,0.286,0.813,1.4,17.6,14.2,3,1,73.7,15.6,So,2022
Collin Moore,Wing G,Georgia St.,SB,18,32.2,4.45,42.3,0.212,0.778,3.8,11.8,9,3.4,3.4,93.7,16,So,2022
Danny Kolp,C,Western Michigan,MAC,11,12.5,2.1818,50,0,0.5,10.6,11,15.9,0.6,0,107.1,16.4,Sr,2022
Cam Bryant,Wing F,Georgia Southern,SB,21,38.8,6.7917,49.5,0.333,0.333,4.5,13.3,11.3,1.9,0.3,87.6,20.7,So,2022
Darius Miles,Stretch 4,Alabama,SEC,16,5.5,2.375,53.4,0.35,0.875,4.2,16.6,10.3,2.2,5.4,84.7,30,So,2022
Keon Ellis,Wing G,Alabama,SEC,32,42.3,5.4688,59.2,0.389,0.723,5.3,18.1,10.3,3.4,2.5,113.2,14.9,Sr,2022
Eric Reed Jr.,Combo G,Southeast Missouri St.,OVC,27,71.9,11,60.9,0.459,0.615,3.7,6.9,10.1,1.2,0.3,113.4,16.4,Sr,2022
Isaiah Amato,Wing F,Eastern Washington,BSky,10,5.4,1.0909,38.5,0,0.333,0,17.2,10.1,0,0,71.8,18.7,So,2022
Ryan Rollins,Wing G,Toledo,MAC,30,74.7,13.6667,49.1,0.323,0.786,3.8,14.4,15.3,2.1,0.5,102.7,24.5,So,2022
"Kenneth Lofton, Jr.",PF/C,Louisiana Tech,CUSA,31,57.4,12.1562,55.9,0,0.597,12,23.5,14.5,2.6,3.3,103.2,29,So,2022
Eugene Brown III,Stretch 4,Ohio St.,B10,29,14.2,1.2069,44.6,0.28,0.5,6.1,17.4,5.8,1,2.5,102.4,12.3,So,2022
Melvyn Ebonkoli,PF/C,Missouri St.,MVC,5,1,0.6667,40,0,0,56.5,12.1,0,0,0,96.9,39.7,So,2022
Skylar Wicks,Wing G,Missouri St.,MVC,4,0.8,1,50,0,0,0,0,0,0,0,61.7,21.1,So,2022
Kenny Hunter,C,Louisiana Tech,CUSA,9,1.7,1.7,50,0,0,10.7,5.1,0,0,16.1,83.1,18.9,So,2022
