player_name,position,team,conf,games_played,game_min_%,pts_per_game,field_goal_% ,3_pt_%,Free_throw_%,offensive_rebound_per_game,defensive_ rebound_per_game,AST_per_game,stl_per_game,blk_per_game,offensive_rating,usage,classification,year
Maxwell Evans,Combo G,TCU,B12,25,64.6,8.48,55,0.354,0.531,2.8,12.1,13.5,2.1,0.5,107.4,16.9,Sr,2022
Grant Anticevich,Stretch 4,California,P12,24,64.1,8.88,48.3,0.375,0.857,3.1,16.9,13.4,0.9,1.5,97.9,18.5,Sr,2022
Austin McCullough,Wing G,Campbell,BSth,17,34.2,6.6316,62.9,0.349,0.684,3.6,12.3,7.8,0.9,0,123.1,13.1,Sr,2022
Justice Sueing,Wing F,Ohio St.,B10,31,69.9,10.7419,54.1,0.361,0.75,6.6,15.4,9.9,2,0.8,110.9,20.2,Sr,2022
Walt McGrory,PF/C,South Dakota,Sum,1,0.1,0,0,0,0,0,0,0,0,0,0,0,Sr,2022
Luke Nathan,C,Rutgers,B10,2,0.4,0,0,0,0,0,0,0,0,0,0,20.7,Sr,2022
Brad Davison,Combo G,Wisconsin,B10,31,76.8,10.0323,46.2,0.389,0.868,1.3,12.3,14.7,2.1,0,107.9,18.1,Sr,2022
Kobe King,,Valparaiso,MVC,19,43.5,,48.1,0.25,0.673,4.9,6.8,12.3,1.1,1.2,99.4,21.9,Jr,2022
Taj Benning,Wing G,Fairfield,MAAC,27,83.5,11.963,45.6,0.366,0.841,2.4,14.7,8.7,1.6,0.6,98,20.5,Sr,2022
Parker Stewart,,Indiana,B10,23,77.4,,49.4,0.34,0.765,2.7,13,21.2,1.2,1.2,104,28.5,Jr,2022
Marcus Carr,Scoring PG,Texas,B12,29,88.3,19.4138,45.1,0.317,0.799,2.1,10,31.5,2.1,0.4,106.5,28.3,Sr,2022
Terrell Brown,C,San Diego,WCC,21,26.4,2.5238,43.5,0,0.619,12.2,14.9,1.6,0.8,9.2,88.1,16.3,Sr,2022
Jordan Davis,Combo G,Jacksonville,ASun,22,83.5,11.0435,41.7,0.257,0.75,1.9,10.6,14.9,2.2,0.4,85.1,21.2,Sr,2022
Vance Jackson Jr.,Wing F,East Carolina,Amer,26,23.5,3.8077,47.9,0.354,0.571,3.5,15.1,9.7,1.4,0.7,102,16.5,Sr,2022
Luka Vasic,,Charlotte,CUSA,19,18.5,0,50,0.207,0.656,1.2,14.4,8.9,0.3,0.6,88.1,21.2,Jr,2022
Nike Sibande,Wing G,Pittsburgh,ACC,14,31.5,6.9286,52.5,0.447,0.571,4.3,12.9,15,0.8,0.4,98.9,19.6,Sr,2022
Donovan Sims,Wing G,Middle Tennessee,CUSA,14,31.7,5.2667,39.6,0.289,0.81,1.5,13.1,12.9,1.9,0.4,78.2,19.6,Sr,2022
Kevin McAdoo,Wing G,Detroit,Horz,15,31.1,6,40.7,0.255,0.737,0,9.5,11.9,0.4,1.2,86.8,18.1,Sr,2022
Jalen Gibbs,Combo G,Jacksonville St.,ASun,4,15.2,16.5,54.4,0.423,0.81,2.5,12.9,11.5,2.2,0,118.7,22.1,Sr,2022
Tydus Verhoeven,C,UTEP,CUSA,20,58.6,4.5652,61.5,0,0.571,8.2,11.3,8.6,1.2,3.1,108.7,11.3,Sr,2022
Nicholas Kratholm,C,Niagara,MAAC,20,46.1,5.25,49.4,0,0.59,10.5,15.6,9.1,0.3,3.1,101.9,18.5,Sr,2022
Eric Williams Jr.,Wing F,Oregon,P12,24,66,9.9583,46.6,0.344,0.73,7.3,16.4,9,1.1,1.9,106.2,18.7,Sr,2022
Goanar Mar,PF/C,Northern Iowa,MVC,14,14.9,1.6,35.7,0,0.429,8.2,16.6,3.9,2.1,1.8,70.8,15.9,Sr,2022
Bryan Knapp,,George Washington,A10,25,66.9,,49.4,0.42,0.783,2,8.8,9.9,1.5,0.7,101.6,15,Sr,2022
Terrance McBride,,Rice,CUSA,25,82.6,,53.1,0.333,0.775,3.3,10.4,20.4,1.8,0.4,108.6,21.8,Sr,2022
Riley Voss,,Wright St.,Horz,24,34.8,,43.8,0.333,0,2.1,13.9,15.6,2.8,1.7,85.3,14.4,Sr,2022
Chris Knight,,Loyola Chicago,MVC,28,64.3,,55.2,0.067,0.606,8.5,20.1,21.8,2,5.9,99.4,33.4,Sr,2022
Scott Blakney,C,Montana,BSky,22,50.9,10.7273,59.1,0,0.774,6.2,12,7.1,0.8,0.5,100.5,26.4,Sr,2022
Admir Besovic,C,Little Rock,SB,11,9.6,2.8333,52.4,0,0.75,5.2,18.5,6.4,0.6,1.2,92.3,17.2,Sr,2022
Eli Brooks,Combo G,Michigan,B10,27,74.7,9.4815,51.7,0.396,0.909,1.9,9.3,17.3,2,0.7,117,16.1,Sr,2022
Darius McNeill,Wing G,UTSA,CUSA,12,41.9,7.25,53.3,0.39,0.778,2.9,9,7.5,1.6,0.4,105.4,14.7,Sr,2022
Bryan Trimble Jr.,Combo G,Akron,MAC,21,71.8,12.0435,57.5,0.415,0.85,1.1,6.6,2.6,1.6,0.6,115.4,17.3,Sr,2022
Jamaree Bouyea,Scoring PG,San Francisco,WCC,25,84.3,17.28,55.8,0.37,0.754,2.5,10.6,25.2,2.7,0.7,111.5,26.2,Sr,2022
Peace Ilegomah,,Evansville,MVC,10,3,,0,0,0.5,6.2,9.9,4.7,0,0,47.2,12,Sr,2022
Marco Anthony,Wing G,Utah,P12,28,80,10.0357,45.7,0.339,0.615,5.3,11.6,17.9,1.6,1.6,99.6,19.2,Sr,2022
Izaiah Brockington,Wing G,Iowa St.,B12,25,73.6,12.6,45.2,0.279,0.841,3.8,16.3,12.2,1.9,0.9,102.7,22.6,Sr,2022
Alex O'Connell,Wing F,Creighton,BE,24,18.6,3.4167,45.8,0.317,0.625,5.6,19.1,8.4,2.2,0,96.8,20.5,Sr,2022
Jalen Ray,Scoring PG,Hofstra,CAA,23,92.5,19.3478,50.8,0.37,0.843,1.7,8.5,19.4,2.6,1,110.5,25.7,Sr,2022
Evan Gilyard II,Scoring PG,UMKC,Sum,16,69.7,9.1579,43.2,0.316,0.711,1.7,5.5,17.9,2.1,0,102.6,18.3,Sr,2022
Daeqwon Plowden,Stretch 4,Bowling Green,MAC,25,75,13.3846,50,0.36,0.72,8.9,18.5,8.2,1.6,3.3,109.1,22.4,Sr,2022
Nelly Cummings,Wing G,Colgate,Pat,16,65.7,12.375,55.8,0.384,0.756,2.5,8.5,8.2,1.3,0.5,114.2,19.9,Sr,2022
Blake Huggins,C,Ball St.,MAC,22,26.6,2.7273,57.9,0,0.64,11,13.5,5,0.9,5.6,108.5,13.8,Sr,2022
James Reese,Wing G,South Carolina,SEC,27,78.8,10.8929,52.9,0.35,0.778,2,14.5,9,3,0.5,107.1,18,Sr,2022
Fatts Russell,Scoring PG,Maryland,B10,23,74.9,14.7391,38,0.235,0.799,1.3,13.4,27,3.3,0.4,100.2,26.5,Sr,2022
Maceo Jack,Wing G,Buffalo,MAC,7,21.9,6.8571,70,0.4,1,4.1,6.6,2.7,2.3,1.4,133.1,11.9,Sr,2022
Terry Nolan Jr.,Scoring PG,Towson,CAA,19,50.6,11.2381,51.8,0.351,0.804,2.4,9.1,23.3,2.5,1.7,102.3,24,Sr,2022
Justin Mazzulla,Wing G,Vermont,AE,15,67.7,8.2667,56.6,0.381,0.769,5.3,11.4,10.6,1.9,2.1,111.6,16.3,Sr,2022
Greg Calixte,C,Bryant,NEC,18,17.2,1.7368,60,0,0.231,8.6,18.3,5,0.8,2.3,77.2,17.1,Sr,2022
Tshiefu Ngalakulondi,PF/C,Fairfield,MAAC,22,23.6,2.6364,41.2,0.375,0.2,13.9,24.6,17,1.7,2.1,83.6,21,Sr,2022
Elyjah Williams,PF/C,Northwestern,B10,21,72,13.9048,60.5,0.42,0.635,6,20,18.8,2.1,5,105.9,22.4,Sr,2022
Sean Price,Wing G,Charleston Southern,BSth,19,66.3,10.05,59.3,0.318,0.667,5.2,15.2,15.5,2.2,1.8,103.6,19.2,Sr,2022
Jimmy Boeheim,,Syracuse,ACC,21,63.3,,48.2,0.295,0.716,4.7,17.7,15.7,1.4,1.3,100,30.7,Sr,2022
Tai Bibbs,,Howard,MEAC,29,66.3,,40.9,0.25,0.645,1.5,13.2,5.3,2,0.7,87.6,14.9,Sr,2022
Gabe Stefanini,,San Francisco,WCC,26,79.9,,47.5,0.391,0.787,2.3,17.5,25.3,2.6,0.1,95.4,26.6,Jr,2022
Matt DeWolf,,Washington St.,P12,23,24.9,,49.1,0.333,0.625,9.6,16,17.5,2.4,1.7,90.2,18.7,Sr,2022
Desmond Cambridge Jr.,Wing G,Nevada,MWC,25,78.6,16.3462,51,0.354,0.899,1.4,14.5,17.2,1.9,2.3,103.6,26.3,Sr,2022
Lenell Henry,C,Alcorn St.,SWAC,20,55.7,7.25,48.8,0,0.697,11.1,18.6,8.2,1.2,5.7,97,18.9,Sr,2022
John Harrar,C,Penn St.,B10,25,61.3,8.76,54.9,0,0.689,16,25,10.1,1.4,1.5,119.3,19.3,Sr,2022
Jamari Wheeler,Combo G,Ohio St.,B10,25,77.3,6.8,50,0.357,0.629,2.7,13.8,19.6,3.2,0,102.6,14.1,Sr,2022
Garrison Brooks,PF/C,Mississippi St.,SEC,28,67.6,10.1429,47.7,0.5,0.609,8.6,17.9,9.1,1.4,3.2,103.7,18.8,Sr,2022
Walker Miller,C,Monmouth,MAAC,7,1.6,0.5714,33.3,0,1,5.8,12.1,0,0,6,96.8,12.3,Sr,2022
Brandon Huffman,C,Jacksonville St.,OVC,24,44.9,10.3846,59.4,0,0.575,12.5,26.6,3.1,0.5,7.8,113.6,25,Sr,2022
P.J. Horne,Wing F,Georgia,SEC,25,71,8.5385,57.3,0.37,0.808,6.1,7.4,2.8,1.2,0.9,125,11.2,Sr,2022
Ejike Obinna,C,Saint Joseph's,A10,19,15.2,1.8947,46.7,0,0.8,8.3,19.7,0,0.4,0,93.1,14.6,Sr,2022
Trae Berhow,Wing G,Northern Iowa,MVC,20,71.7,13,43.9,0.304,0.68,2.9,14.4,18,1.7,0.9,95.9,22.9,Sr,2022
Cam Allen,Combo G,Towson,CAA,17,37,2.8824,35,0.296,0.438,0.8,12.4,13.9,1.3,0.4,77.7,15,Sr,2022
Jade' Smith,Wing G,Pepperdine,WCC,25,64,8.4444,48,0.3,0.837,3.6,12.1,14.1,3,0.7,92.6,19.3,Sr,2022
Joe Quintana,Combo G,Loyola Marymount,WCC,19,70.2,9.3158,57.9,0.429,0.792,0.6,8.4,12.9,2.2,1.1,109,14.5,Sr,2022
Levi Stockard III,C,VCU,A10,25,38.3,6.48,55.2,0,0.649,7.7,9.1,6.5,2.1,2.5,101.9,20.8,Sr,2022
Mike McGuirl,Scoring PG,Kansas St.,B12,28,85.8,11.7931,43.5,0.304,0.761,2.1,11.8,23.8,1.8,0.3,92,22.4,Sr,2022
Chris Teahan,PF/C,Kansas,B12,9,1.2,0.9,90,0.75,0,23.5,24.2,16.4,0,0,152.1,22,Sr,2022
Simon Wright,Stretch 4,Maryland,B10,18,53.8,5.1053,57.3,0.383,0.529,6.8,9.7,7.3,1.6,0,104.7,14.6,Sr,2022
Jacob Rigoni,Wing G,Quinnipiac,MAAC,22,79.2,11.7727,49,0.374,0.855,1.6,18.9,8.5,1,1,106.9,17.3,Sr,2022
Rich Kelly,Scoring PG,Massachusetts,A10,16,50.4,11.1875,54.5,0.379,0.815,1.1,6.8,19.5,2.1,0.3,104.7,22.4,Sr,2022
Chris Sodom,C,Delaware St.,MEAC,10,10.7,1.5,55.6,0,0.467,11.1,18.4,2.6,0.7,17.4,83.4,16.2,Jr,2022
Jaden Sayles,PF/C,Stony Brook,AE,20,54.2,9.619,49.7,0.273,0.55,6.8,15.3,12.5,0.6,2.9,96.8,23.1,Sr,2022
Stef Smith,Wing G,St. John's,BE,14,68.4,13.5714,51,0.36,0.826,1.2,11,11.4,1.3,0.6,102.7,24,Sr,2022
Bryce Moragne,Wing F,Florida A&M,MEAC,20,78.1,8.45,52.2,0.2,0.667,9.9,16.2,7.8,2,0.5,98.4,16,Sr,2022
Javon Levi,Pure PG,UT Arlington,SB,13,70,10.4286,43.1,0.333,0.621,3.2,12.5,37.6,4.8,0,93.2,22.6,Sr,2022
Josip Vrankic,PF/C,Santa Clara,WCC,19,72.8,15.15,46.1,0.224,0.708,5.9,24.4,14.2,1.8,1.1,95.5,29.4,Sr,2022
Shaquille Walters,Wing G,Northeastern,CAA,17,76.6,10.4706,51.7,0.382,0.73,1.7,20.2,15.8,2.1,0.9,93,19.4,Sr,2022
Marco Smith,Wing G,Nebraska Omaha,Sum,19,30.7,4.2105,41.4,0.174,0.727,0.7,12.3,8.9,2.2,2,76.5,18,Sr,2022
Justin McCall,Wing F,Cal St. Bakersfield,BW,24,58,8.3462,55.2,0.4,0.55,8.4,9.2,6,1.4,3.9,109.5,18.5,Sr,2022
Christian David,Combo G,Butler,BE,11,13.3,1.8182,50,0.333,0,0.9,7.8,7.2,0.5,0,98.5,8.8,Sr,2022
Jerald Gillens-Butler,Wing G,Elon,CAA,2,6.5,15.6667,55.6,0.333,0.667,9.7,7.7,16.3,0,0,124.4,28.1,Sr,2022
Cooper Neese,Wing G,Indiana St.,MVC,24,71.5,9.52,51.8,0.394,0.806,0.9,13.9,9.6,1.6,0.4,100.8,18.1,Sr,2022
Aaron Thompson,Pure PG,Butler,BE,14,46.6,10.4286,52.2,0.2,0.527,1.2,8.3,31.6,2.1,0.8,97.7,21.2,Sr,2022
Holland Woods,Combo G,Grand Canyon,WAC,25,65,6.72,48.2,0.318,0.865,1,8.8,12.6,2.1,0,107.1,13.3,Sr,2022
Wyatt Wilkes,Wing F,Florida St.,ACC,25,33.9,3.92,54.7,0.381,0.8,3.3,9.8,11.5,1.8,2.7,112.5,14.2,Sr,2022
Malek Green,Stretch 4,Canisius,MAAC,13,59.2,13.2308,57.4,0.355,0.688,9,25.9,9.5,1.5,2,110.3,25.9,Sr,2022
Ike Obiagu,C,Seton Hall,BE,27,54.7,4.8519,69.7,0,0.619,10.2,13.3,1.9,0,13.6,116.8,11.5,Sr,2022
Anthony Polite,Wing G,Florida St.,ACC,21,55.2,10.0952,61.3,0.436,0.667,6.1,12.7,12,3.1,1.8,122.3,17,Sr,2022
Deontaye Buskey,,Charleston Southern,BSth,30,74.7,,49.6,0.339,0.66,1.1,13.5,15,2.5,1.2,98.9,19.3,Sr,2022
Jordan Whitfield,Combo G,Campbell,BSth,25,89.1,14.5926,56.3,0.419,0.843,1.4,9.1,16,1.8,0.1,104.3,22.7,Sr,2022
Phlandrous Fleming Jr.,Wing G,Florida,SEC,17,74.8,20.1111,46.6,0.322,0.802,2.9,20.2,17.7,2.9,3,100.2,30.5,Sr,2022
Jaheam Cornwall,Scoring PG,Penn St.,B10,26,76.8,14.1154,54.9,0.408,0.81,2.2,9.8,26.5,1.3,0.3,112.2,24.4,Sr,2022
Dajour Dickens,C,Hampton,BSth,24,63.3,7.0417,56.1,0,0.674,6.4,20.1,4,1.1,13.8,97.6,15.5,Sr,2022
Paul Scruggs,Scoring PG,Xavier,BE,21,80.8,13.9524,51.8,0.325,0.841,2.2,10.9,32,2.8,1.5,110,24,Sr,2022
Greg Elliott,Combo G,Marquette,BE,27,45.3,6.2222,61.6,0.455,0.833,2.5,7.5,8.1,2.7,1.1,114.8,15.5,Sr,2022
Theo John,PF/C,Duke,ACC,27,65.3,7.963,58.3,0.75,0.74,7.3,14.3,9.4,1.4,6,106.7,16.7,Sr,2022
Makai Ashton-Langford,Scoring PG,Boston College,ACC,15,49.4,9.6667,46.7,0.235,0.66,1.9,13,25,3.6,0.3,101.3,21.6,Sr,2022
Jamal Cain,Wing F,Oakland,Horz,27,74.1,9.5556,51.8,0.343,0.722,5.9,17.4,6.7,1.7,0.9,107.4,16.4,Sr,2022
Nate Watson,C,Providence,BE,26,79.2,16.8846,60.2,0,0.627,9,14.4,5,0.6,3.2,118.5,22.9,Sr,2022
Jermaine Jackson Jr.,Scoring PG,Central Michigan,MAC,15,69.3,15,46.3,0.34,0.864,1.8,6.7,19.8,1.6,0.4,101.1,22.7,Sr,2022
Bourama Sidibe,C,Syracuse,ACC,2,1.3,1.5,0,0,0.5,7.6,0,0,0,7.8,85,15.3,Sr,2022
Javante McCoy,Wing G,Boston University,Pat,16,69.6,16.125,52.3,0.313,0.785,3.9,12.3,16.1,1.5,1.1,110.4,26.3,Sr,2022
Sukhmail Mathon,PF/C,Boston University,Pat,18,68.1,11.2222,56.7,0.25,0.774,11.4,23.8,13.7,1.1,4.5,120.1,21.4,Sr,2022
Walter Whyte,Wing F,Boston University,Pat,16,68.6,13.5,46.4,0.257,0.727,8,16.8,6,2,2.1,102.1,24.6,Sr,2022
Paul Newman,C,Albany,AE,12,43.1,5.1667,62.2,0,0.353,8.9,20.5,2.8,1.3,4.5,95.3,17.2,Sr,2022
Jimmy Sotos,Scoring PG,Ohio St.,B10,12,9.2,1.6667,47.2,0.333,0.75,3.1,5.8,18.8,1.5,1,104.5,12.9,Sr,2022
Connor McCaffery,Scoring PG,Iowa,B10,31,56.7,3.2581,41.2,0.277,0.586,2.2,11.8,22,1.5,0.3,105.9,11.7,Sr,2022
Ryan McAdoo,Combo G,North Carolina,ACC,9,1.4,0,0,0,0,0,6.8,9.1,0,0,14,12,Sr,2022
Jase Febres,Wing G,Texas,B12,13,20,5.2308,57.1,0.392,1,1.1,8.3,8.4,1.1,1.9,126.9,12.5,Sr,2022
Marquis Godwin,Wing G,Hampton,BSth,22,71.4,9.9545,46.4,0.318,0.722,1.1,10.3,4.2,0.6,0.3,89.9,17.1,Sr,2022
Zach Jacobs,Wing F,James Madison,CAA,17,35,4.9,47.9,0.125,0.529,7.2,16.8,9.3,1.6,1.6,101.8,17.8,Sr,2022
Zach Cooks,Wing G,Hofstra,CAA,19,93.1,17.0526,46.6,0.337,0.718,2.1,14.1,9.5,3.4,0.2,96.5,25.3,Sr,2022
Isaiah Banks,Wing G,FIU,CUSA,7,17.8,5.7778,70,0.556,0.167,7.1,10.1,9.6,0.7,0,113.9,13.2,Sr,2022
Amorie Archibald,Combo G,Louisiana Tech,CUSA,31,77.1,9.9688,42.5,0.316,0.8,1.6,9.9,20.2,1.9,0.6,94.8,20.5,Sr,2022
Exavian Christon,Combo G,Louisiana Tech,CUSA,31,48.9,3.3438,42.6,0.313,0.783,2,7.3,8.2,2,0.7,99.8,10.2,Sr,2022
Trent Frazier,Combo G,Illinois,B10,31,83.2,10.1613,51.2,0.362,0.831,0.6,8.2,12.8,2.1,0.4,111.3,14.9,Sr,2022
Ricky Nelson,Pure PG,UT Rio Grande Valley,WAC,15,44.2,3.3684,41.2,0.444,0.704,1.4,6,18.8,2.1,0,102.1,11,Sr,2022
Michal Kozak,Stretch 4,Weber St.,BSky,20,57,7.2609,59.8,0.333,0.69,5.1,16.7,12.7,1.1,3.5,119,15,Sr,2022
Cedrick Alley Jr.,Wing F,UTSA,CUSA,20,48.6,6.25,51.9,0.386,0.84,5.9,16,6,1.8,2.1,109.5,15.3,Sr,2022
Ethan Chargois,Stretch 4,Oklahoma,B12,17,60.3,8.8235,44.2,0.317,0.659,6.2,18.3,19.2,2.1,2,94.2,23.5,Sr,2022
William Douglas,Scoring PG,Prairie View A&M,SWAC,11,20.3,3.5455,44.6,0.278,1,5.1,7,19.1,4.1,0.8,88.5,20.3,Sr,2022
Fabian White Jr.,PF/C,Houston,Amer,13,16.4,6.1538,52.4,0.4,0.7,14.2,15,10,1.5,6.8,123.1,19.9,Sr,2022
Keegan McDowell,Stretch 4,Liberty,ASun,25,52.7,6.7931,61,0.4,1,1.3,15.9,10.1,0.6,0.4,113.4,15.6,Sr,2022
Justyn Mutts,Stretch 4,Virginia Tech,ACC,22,72.8,9.4545,55.9,0.333,0.509,6.9,19.4,15.1,1.2,3.2,99.6,20,Sr,2022
Victor Enoh,PF/C,Marist,MAAC,16,34.6,3.875,58.1,0,0.667,10.5,21.3,2.9,1.6,5.1,95.8,14.2,Sr,2022
Jamal Johnson,Combo G,UAB,CUSA,27,63.3,9.4074,48.6,0.361,0.731,2.4,7.9,9.7,1.7,0.6,109.5,16.7,Sr,2022
Daniel Akin,C,Cal Baptist,WAC,16,45.1,7.875,57.9,0,0.521,9.8,21.8,6.3,1,3.9,106.7,19.4,Sr,2022
Brandon Horvath,Stretch 4,Utah St.,MWC,19,80.8,13.0526,52,0.3,0.7,8.6,20.1,12.5,1.1,1.3,105.3,21.8,Sr,2022
Jacob Gilyard,Scoring PG,Richmond,A10,22,95.8,12.3478,50.4,0.326,0.842,0.7,8.8,23.8,5.3,0,111,18.5,Sr,2022
Stacy Beckton Jr.,Wing G,American,Pat,8,61.9,13.125,52.5,0.452,0.778,3,11.9,7.6,2.3,2,95.1,22.9,Sr,2022
Abayomi Iyiola,C,Hofstra,CAA,1,0.1,0,0,0,0,0,106.3,0,0,0,0,0,Sr,2022
Taylor Funk,Stretch 4,Saint Joseph's,A10,20,78.4,17.35,58.7,0.354,0.838,6,13.4,10.8,1.3,2.4,118.3,22.3,Sr,2022
Rocky Kreuser,Stretch 4,North Dakota St.,Sum,27,74.8,15.7407,53.9,0.366,0.853,5.2,22.4,12,1.3,2.6,116,25.2,Sr,2022
Noah Frederking,Wing G,Evansville,MVC,25,81.8,10.24,55.4,0.407,0.763,2.2,8.7,3.7,0.9,0.6,111,15.7,Sr,2022
Hunter Maldonado,Wing G,Wyoming,MWC,25,88.5,12.48,44.5,0.2,0.694,5.4,17,24.4,2,1,103,23,Sr,2022
Rylan Bergersen,Scoring PG,Eastern Washington,BSky,22,83.6,16.8696,49.6,0.343,0.696,2,10.4,29.8,2,1.2,105.6,25.6,Sr,2022
Brock Miller,Wing G,Utah St.,MWC,26,66.8,8.8148,52.9,0.365,0.714,1.4,5.7,6,1.1,0,110.9,13.7,Sr,2022
Dwight Wilson III,C,Ohio,MAC,23,65.5,14.4583,65.7,0,0.676,11,20,4.8,1.1,1.6,119.7,21.6,Sr,2022
Mark Flagg,PF/C,St. Francis PA,NEC,22,55.8,8.1364,55.4,0,0.584,7.7,23.2,14.9,1.4,2.7,105.6,19.8,Sr,2022
Noah Horchler,Stretch 4,Providence,BE,26,52.2,6.7308,48.7,0.419,0.694,9.9,20.2,5,1.2,2.3,104.1,17.9,Sr,2022
Jalen Jordan,Combo G,Middle Tennessee,CUSA,19,58.1,9.4,56.5,0.449,0.841,1.3,12.3,16.7,2,0,100.5,19.7,Sr,2022
Justyn Hamilton,C,Kent St.,MAC,20,58,8.9048,51.6,0,0.618,11.2,16.7,7.5,1.2,3.8,109.5,18.2,Sr,2022
De'Vondre Perry,Wing F,Albany,AE,16,60.9,7.1875,49,0.333,0.636,6,13.9,10.6,1.7,2.5,98.3,17,Sr,2022
Caleb Daniels,Wing G,Villanova,BE,25,64.3,9.6,52.9,0.386,0.792,2.2,7.9,8.8,0.9,0.2,101.3,20.1,Sr,2022
David Collins,Scoring PG,Clemson,ACC,21,76.2,12.4545,45.4,0.375,0.55,1.5,12,25.2,2.4,1.1,88.7,26.2,Sr,2022
Justin Brown,Wing G,UAB,CUSA,21,69,8.1364,48.6,0.358,0.88,4.9,8.6,5.4,1,0.4,106.7,14.3,Sr,2022
J.P. Moorman II,Wing F,UC Riverside,BW,16,66.9,7.25,48.6,0.358,0.684,3.9,17.4,18.4,1.5,1,99.1,16.4,Sr,2022
Cameron Benford,C,Fort Wayne,Horz,19,22,1,44.4,0,0.6,12.8,13.3,4.6,1.4,2.1,96.3,9.1,Sr,2022
Jordan McKenzie,Scoring PG,Stony Brook,AE,20,33.4,1.8571,31.9,0.091,0.684,0.7,9.8,17.5,3.4,0.4,80.7,11.3,Sr,2022
Wyatt Yess,,Yale,Ivy,20,18.8,,65.5,0.545,0.467,7.4,21.9,9,2.7,1.6,119.5,11.3,Sr,2022
Ebube Ebube,PF/C,Manhattan,MAAC,13,20.8,1.6154,58.8,0,1,9.7,22.1,6.1,2.1,2.1,97.3,8.9,Sr,2022
Scott Hitchon,Wing F,Canisius,MAAC,11,17.3,3.0909,39.7,0.357,0.778,1.2,5.3,6.7,1.9,2.2,77.7,24.5,Sr,2022
Jaylen Butz,,Western Kentucky,CUSA,30,65.4,,57.7,0,0.504,8.3,13.1,6.2,2.2,3.1,96.6,19.8,Sr,2022
Justin Roberts,Scoring PG,Georgia St.,SB,20,76.8,13.2273,47.3,0.312,0.738,1.8,10.4,25.7,2.6,0.5,103,23.1,Sr,2022
Nathan Cayo,Wing G,Richmond,A10,22,77.3,12.1739,51.3,0.4,0.722,5.6,12.3,8.4,1.6,1,105.9,21.3,Sr,2022
Braxton Beverly,Scoring PG,Eastern Kentucky,ASun,23,57.9,7.0435,56.2,0.395,0.703,0.8,4.8,17.5,2.4,0.2,114.4,14.8,Sr,2022
E.J. Stephens,Combo G,Minnesota,B10,15,78.4,16.4,50.6,0.327,0.904,0.7,15.8,16.1,2.7,0.2,107.7,24.4,Sr,2022
James Karnik,PF/C,Boston College,ACC,14,35,6.7857,46.3,0.267,0.76,12.4,18.3,6.5,1.4,3,101.5,20.1,Sr,2022
Marques Wilson,Combo G,Lehigh,Pat,15,79.8,15.3333,48.3,0.321,0.673,3,11.9,19.1,2.8,1.1,96,26.6,Sr,2022
Myles Douglas,Wing G,Morgan St.,MEAC,10,12.8,3.6,50,0.333,0.444,2,11.7,13.5,0.5,0,94.5,18.7,Sr,2022
Felipe Haase,Stretch 4,Mercer,SC,26,73.8,11.931,57.9,0.396,0.634,5.5,21.4,15.1,1.3,1.5,111.2,20.3,Sr,2022
David Beatty,Combo G,North Carolina A&T,BSth,24,55.6,8.76,48.6,0.356,0.833,1.3,11.5,11.8,2,0.4,96.8,21.4,Sr,2022
K.J. Davis,PF/C,Bethune Cookman,SWAC,5,6,2.7143,42.3,0.25,0,2.5,26.3,8.9,1.3,6.1,85.5,15.7,Sr,2022
Marcus Shaver Jr.,Wing G,Boise St.,MWC,24,63.3,10.6,51,0.395,0.817,3.8,15.2,9.9,2.5,0.8,106.3,19.6,Sr,2022
Tahirou Diabate,,San Diego St.,MWC,29,49.8,,55.9,0.667,0.586,10.5,18,5.1,1.8,4.6,95.7,26.3,Sr,2022
Sam Iorio,Stretch 4,Niagara,MAAC,22,53.6,7.64,47.3,0.313,0.783,5.7,12.7,8.9,1.4,3.6,102,17.7,Sr,2022
"James Baker, Jr.",Wing F,UNC Wilmington,CAA,29,68.5,7.7419,50.8,0.333,0.627,7.8,11,6.2,0.4,3.6,97.2,17.4,Sr,2022
De'Von Cooper,Wing G,George Mason,A10,29,80.3,12.5161,52.2,0.364,0.785,1.5,16.3,16.1,1.1,1.1,104,21.3,Sr,2022
Caleb Hollander,Stretch 4,Belmont,OVC,25,42.8,9.3462,53.3,0.345,0.667,7.1,15.3,11.2,1.6,1.1,106.6,23.1,Sr,2022
Grayson Murphy,Combo G,Belmont,OVC,27,70.3,11,65.4,0.369,0.767,6.4,22.5,32,4.1,1,128.1,18.9,Sr,2022
Nigel Jackson,Wing F,Wagner,NEC,20,62.9,5.9,47.4,0.351,0.875,3.6,10.5,5.5,1.4,2.3,102.4,12.7,Sr,2022
Greg Jones,Combo G,Lipscomb,ASun,22,68.3,7.8261,47.2,0.328,0.75,1,6.7,7.7,0.9,0.2,101.9,15.3,Sr,2022
Parker Hazen,Wing F,Lipscomb,ASun,23,56.3,6.963,50.5,0.385,0.753,6.1,20.7,8.3,1.8,1.8,112.4,17.6,Sr,2022
Marten Linssen,C,Saint Louis,A10,21,29.8,5.5238,64.6,0,0.8,10.6,10,6,1.2,4.9,117.4,20.6,Sr,2022
Darnell Rogers,Scoring PG,UMBC,AE,20,70,9.8,50.7,0.4,0.8,0.8,4.9,12.4,2.5,0,103.2,18.8,Sr,2022
